id,ean13,description,unit_id,number,brand,category_id
5491,"7790590000414","Paño para Pisos Blanco Ranchera Premium Tejido Reforzado x 1.00 Un",5,1,"RANCHERA PREMIUM",\N
5492,"7791293029719","Acondicionador Reconstruccion Completa Dove x 200C",2,200,"DOVE",\N
5494,"7790538009615","Galleta Arroz Dulces Macrobioticas x 102 Gr",1,102,"MACROBIOTICAS",\N
5495,"8076809523714","Fideos Tagliatelle Nido Barilla Caja x 500 Grs",5,1,"BARILLA",\N
5496,"7791130683746","Limpiador Liquido Frutos Rojos Procenex x 900 Cc",2,900,"PROCENEX",\N
5497,"7790139000400","Alcohol Etilico Bialcohol Pet x 1 Lt",2,1000,"BIALCOHOL PORTA",\N
5498,"7791324157046","Bizcochos & Galletitas Dulces (Gondola) Mini Pitusas Chocolate Rellenas C Crema Sabor Leche x 160.00 Gr",1,160,"MINI PITUSAS CHOCOLATE",\N
5499,"7791293024745","Jabon Vitaprotect 72X12 Lifebuoy x 125.00 Gr",1,125,"LIFEBUOY",\N
5500,"7794626006951","Pañales Talle M Princesas C P Mega Huggies x 36Uni",5,36,"DIAPER HUGGIES",\N
5501,"7891010702137","Apositos Band Aid Hello Kitty Cja 25 Uni",5,25,"BAND AID",\N
5502,"7798159719418","Mermelada Durazno Frasco Selection Carrefour x 350 Gr",1,350,"CARREFOUR SELECTION",\N
5503,"7791672000704","Alfajor Fantoche Blanco Triple Blister x 3 Un",1,255,"FANTOCHE",\N
5504,"7793100130090","Crema Dental Dientes Blancos Odol x 90 Grs",1,90,"ODOL",\N
5505,"7790580343408","Caramelos Arcor Relleno con Miel Bolsa x 810 Gr",1,810,"ARCOR",\N
5506,"7506309827087","Maquina de Afeitar Gillette Prestobarba Futbol Bolsa x 5 Un",5,5,"GILLETTE",\N
5507,"7798077950290","Galletita Golei Pepas x 180.00 Gr",1,180,"GOLEI",\N
5508,"7792070001119","Aceituna Nucete Verdes en Salmuera x 350.00 Gr",1,350,"NUCETE",\N
5509,"7790040102989","Galletitas Dulces Formis con Relleno Sabor Chocolate x 324.00 Gr",1,324,"FORMIS",\N
5510,"7622300829506","Galletitas Surtidas Variedad x 400 Grs",1,400,"VARIEDAD",\N
5511,"7790410000419","Perfume Ropa Delicare Uomo Gat 250 Ml",2,250,"DELICARE",\N
5512,"7797222021038","Elasticos Tao Gruesos Colores Varios Bolsa x 30 Un",5,30,"TAO",\N
5513,"7798105730412","Cepillo de Uñas Plastico Mas Accesorios Bolsa x 1 Un",5,1,"MAS ACCESORIOS",\N
5514,"7792184003146","Bizcocho H.J. Dulces x 130.00 Gr",1,130,"H.J.",\N
5515,"3223920720125","Harina Cous Cous Ferrero Precocida Est x 500 Gr",1,500,"FERRERO",\N
5516,"7790895001000","Gaseosa Sprite Pet x 2.25 Lt",4,2.25,"SPRIT",\N
5517,"7793100151231","Cepillo Dental Colgate Kids Prince Deporte x 1.00 Un",5,1,"COLGATE",\N
5518,"7793860000053","Fideos Secos Punta Mogotes Tallarines con Espinaca x 500 Gr",1,500,"PUNTA MOGOTES",\N
5519,"7790580104276","Chicle Top Line Pacificmint x 24.00 Gr",1,24,"TOP LINE",\N
5520,"7792592040047","Fideos Tallarin Light Espinaca Mairros x 300 Gr",5,1583,"LOS PRIMOS",\N
5521,"7790070412492","Postre Exquisita Dulce de Leche 8 Vit y Zinc x 0.10 Kg",3,0.1,"EXQUISITA",\N
5522,"7500435004732","Jabon Liquido Ropa Nuevos Activos Ace x 3000Cc",4,3,"ACE",\N
5523,"7793100292217","Jabon Tocador Jalea Real Palmolive x 3 Un",5,3,"PALMOLIVE",\N
5524,"7791479000600","Chucrut Alcaraz Frasco x 310 Gr",1,310,"ALCARAZ",\N
5525,"7792900009001","Oregano Dos Anclas x 25 Gr",1,25,"DOS ANCLAS",\N
5526,"7790639002669","Gaseosa Cunnington Lemon Touch x 1500 Cc",6,1500,"CUNNINGTON",\N
5527,"7790520009289","Limpiador Liquido Bosque Pino Mr Musculo x 900 Cc",3,0.93,"MR. MUSCULO GLADE",\N
5528,"7790080026528","Queso Untable Fund Triang Fontina Sancor x 100Gr",1,100,"SANCOR",\N
5529,"7791290012486","Detergente Pepino Limon Active Gel Geli Cif x 300Cc",2,300,"CIF",\N
5530,"7899026486997","Crema de Tratamiento Capilar Kera Liso 230° Loreal Paris x 300 Gr",1,300,"LOREAL PARIS",\N
5531,"7796989007712","Pan Hamburguesa Acti Leche Bimbo x 448 Gr",1,448,"BIMBO",\N
5532,"7790580556402","Polvo para Preparar Gelatina Godet Anana Light x 30.00 Gr",1,30,"GODET",\N
5533,"7790520017734","Limpiador Continuo para Inodoros Glade Pastilla Brisa de Las Cumbres x 0.04 Kg",3,0.04,"GLADE",\N
5534,"7790990586693","Jabon de Tocador Refrescante Plusbelle x 140.00 Gr",1,140,"PLUSBELLE",\N
5536,"7790740500603","Antitranspirante Aero Siem Joven Plusbelle x 210Cc",3,0.13,"PLUSBELLE",\N
5537,"7791293027715","Desodorante Aero Masc Noir Patrichs x 105 Cc",1,105,"PATRICHS",\N
5538,"7509552905441","Desmaquillante Loreal Bifasico Ojo y Labio Botella x 125Ml",2,125,"LOREAL",\N
5540,"7790580308100","Caramelos Arcor Jelly Buttons Paquete x 1000 Gr",1,1000,"MOGUL",\N
5541,"7790036002620","Jugo Light Baggio Fresh Naranja Dulce Tetrabrik x 200 Ml",2,200,"BAGGIO FRESH",\N
5542,"7791520091830","Acondicionador Bosque Antiall x 350 Cc",3,0.35,"ANTIALL",\N
5543,"7791293011257","Acondicionador Pos Alisado Quimico Sedal x 650 Cc",2,650,"SEDAL",\N
5544,"7791293014999","Body Splash Rexona Happy x 125.00 Ml",2,125,"REXONA",\N
5545,"7790681000330","Lentejon La Egipciana Seleccion Superior Bolsa x 400 Gr",1,400,"LA EGIPCIANA",\N
5546,"7790150465400","Comino Molido Alicante Naturalidad Intacta x 25 Gr",3,0.03,"ALICANTE",\N
5547,"7613034309105","Chocolate Nesquik Oblea Rellena C Cobertura Chocolate x 0.02 Kg",3,0.02,"NESQUIK",\N
5548,"7794529041486","Galletita Pepas x 400.00 Gr",1,400,"(BLANK)",\N
5549,"7899706114998","Coloracion Nutrisse T x 1 0 Cja x 1 Uni",5,1,"NUTRISSE",\N
5550,"7790150006122","Cafe Molido Clasico La Virginia x 250 Gr",3,0.25,"LA VIRGINIA",\N
5551,"7790950129021","Bebida Saborizada Terma Limonada, Gengible y Lemongrass x 400.00 Ml",2,400,"TERMA",\N
5552,"7794270000138","Polenta Barbara Polenta de Coccion Rapida x 0.50 Kg",3,0.5,"BÁRBARA",\N
5553,"7798065730354","Agua Sbor S/Padres Pomelo S/G x 500 Cc",6,500,"SIERRA/PADRES",\N
5554,"7796373000206","Granas La Parmesana Celeste Sobre x 85 Gr",1,85,"LA PARMESANA",\N
5555,"7793350000518","Crema Wassington Negro con Aplic x 50 Cc",6,50,"WASSINGTON",\N
5556,"7798082740176","Galletitas Palmeritas Tia Maruca x 200.00 Gr",1,200,"TIA MARUCA",\N
5557,"7793680000608","Coloracion 919 Rubio Claro Kit x 1 Un",5,1,"919",\N
5558,"7793680000356","Coloracion 919 Rubio Super Claro Kit x 1 Un",5,1,"919",\N
5559,"7793090500156","Cera Depilatoria Natural Miel y Camomilla Lata x 200 Gr",1,200,"DERMOGREEN",\N
5560,"0000080273592","Pimienta Dr. Alimentaria 4 Colores Frasco x 35 Gr",1,35,"DROG.ALIMENTARI",\N
5561,"7791293022291","Jabon Liquido Manos Total Lifebuoy x 220 Ml.",2,220,"LIFEBUOY",\N
5562,"7790070411808","Arroz Parboilizado en Estuche Lucchetti x 1 Kg",1,1000,"LUCCHETTI",\N
5564,"7797222007254","Peine de Bolsillo Tao Tipo Acrilico Bolsa x 1 Un",5,1,"TAO",\N
5565,"7794440006502","Esponja Mopy Ext Spontex Blister x 1 Un",5,1,"SPONTEX",\N
5566,"7790070229694","Aceite de Girasol Blend Cocinero 1500 Cc",3,1.42,"COCINERO",\N
5567,"7791290000681","Lavavajilla Ultra Limon Ala x 500 Cc",2,500,"ALA ULTRA",\N
5568,"7790040008175","Obleas Clasicas Opera x 220 Grs",1,220,"OPERA",\N
5569,"7798044820151","Confitura de Cassis Organica Frasco Cuyen x 280 Gr",5,1,"CUYEN",\N
5570,"7795323002420","1 Nutrilon Formula Lactea de Inicio en Polvo x 800.00 Gr",1,800,"NUTRILON",\N
5571,"7790580199913","Caramelos Arcor Mogul Osito",1,1956,"LA CAMPAGNOLA",\N
5572,"7790950133905","Agua Saboriz Terma Limon J & L x 200 Ml Terma x 200 Ml",2,200,"TERMA",\N
5573,"7790681000385","Porotos de Soja La Egipciana Bolsa x 500 Gr",1,500,"LA EGIPCIANA",\N
5574,"0000077941930","Desodorante Antitranspirante Roll On V8 Rexona x 50 Cc",6,50,"REXONA",\N
5575,"7891962027920","Galletitas Dulces Bauducco Coco Paq x 118 Grm",1,118,"BAUDUCCO",\N
5576,"7798082740312","Galletitas Dulces Tortitas Tia Maruca x 200 Grs",1,200,"TIA MARUCA",\N
5577,"7790520006370","Limpiador Cremoso Mr. Musculo Desinfectante Botella x 450 Ml",2,450,"M.MUSCULO GLADE",\N
5578,"7798113603005","Fideos al Huevo Tagliatelle Don Italo x 500 Gr",1,500,"DON ITALO",\N
5579,"7899026484740","Acondicionador Color Vive Elvive x 750 Cc",2,750,"LOREAL PARIS",\N
5580,"7896015519223","Crema Dental Blanq Extra Fresh Sensodyne x 50 Grs",1,50,"SENSODYNE",\N
5581,"7793065001107","Aceite Mezcla Costa del Sol x 5 Lt",4,5,"TANONI HNOS. S.A.",\N
5582,"7798159942694","Aceite Mezcla Belier Olivado 900 Cc",6,900,"BELIER",\N
5583,"7798108347105","Huevo Blanco Carrefour Maple x 30 Uni",5,30,"CARREFOUR",\N
5584,"7790130000317","Vinagre de Manzana Alcazar x 1 Lt",6,1000,"ALCAZAR",\N
5585,"7891024316160","Cepillo Dental Full Head Medio Colgate x 1 Un",5,1,"COLGATE",\N
5586,"7790084004270","Flan Cotar Pote x 1 U",1,130,"COTAR",\N
5587,"7798159716073","Tapa Empanadas Freir Carrefour x 12 Uni",1,300,"CARREFOUR",\N
5588,"7798044820373","Confitura Frambuesa Organica Frasco Cuyen x 285 Gr",5,1,"CUYEN",\N
5589,"7795930000482","Agua Saborizada Nar Dur S Gas Awafrut Pet x 2.25 L",4,2.25,"AWAFRUT",\N
5590,"7798022410275","Galletitas Martin Artensanal con Gluten Paq x 160 Gr",1,160,"MARTIN",\N
5591,"7899026485167","Reparacion Ct Total 5 Loreal Paris x 300 Ml",2,300,"LOREAL PARIS",\N
5592,"7791675001197","Pepinitos Frascos Castell",1,220,"CASTELL",\N
5593,"7792840003404","Esponja Scotch Brite Extrafina Salvauñas Bolsa x 1 Un",5,1,"SCOTCH BRITE",\N
5594,"7795323002673","Fruta Pura Vital Mza Pera Envase X4 x 100.00 Gr",1,100,"VITAL",\N
5595,"7622300868666","Jugo en Polvo Pera Tang x 18 Grs",1,18,"TANG",\N
5596,"7794940000215","Edulcorante Liquido con Aspartamo Hileret x 200 Cc",6,206,"HILERET",\N
5597,"7798148290430","Papilla Organica para Bebe Nutribaby Mix Manzana Banana y Pera x 113.00 Gr",1,113,"NUTRIBABY",\N
5598,"7790070413185","Oblea de Arroz Gallo Choco Bar x 60 Gr",5,1,"OBLEA DE ARROZ CHOCO",\N
5599,"7798142350383","Gel Dental Bubble Star Wars Gum x 1 Uni",1,100,"GUM",\N
5600,"7791728005196","Aceite Oliva Zuelo Extra Virgen Clasico Lata x 500 Ml",2,500,"ZUELO",\N
5601,"7798062542257","Agua Mineral Natural sin Gas Flip Vds x 300 Cc",6,300,"LEVITE",\N
5602,"7622300724245","Fideos Tirabuzones Terrabusi x 500 Grs",3,0.51,"TERRABUSI",\N
5603,"7798159715533","Atun Trozado al Natural Carrefour x 170 Gr",1,170,"CARREFOUR",\N
5604,"7790263119122","Mn Okebon Naranja y Chips x 255.00 Gr",1,255,"OKEBON",\N
5605,"7790080068528","Primeros Sabores Sancor Primeros Años Manzana y Banana x 0.12 Kg",3,0.12,"SANCOR PRIMEROS AÑOS",\N
5606,"7794519010027","Aceite Maiz Corazon x 1500 Cc",6,1500,"CORAZON",\N
5607,"7793253001438","Lavandina Ayudin Multisuperfic Doble Rendimiento Bot 1Lt",4,1,"AYUDIN",\N
5608,"7791293026572","Jabon Shower Flores Delicadas Lux x 220.00 Ml",2,220,"LUX SHOWER",\N
5609,"7791520081237","Acondicionador Rituales de Repar Tresemme x 400 Cc",3,5.39,"TRESEMME",\N
5610,"7793090103616","Alcohol Gel Komili Fragancias Bot x 65 Ml",2,65,"KOMILI",\N
5611,"7791130052740","Jabon Skincare 90Gx1 Espadol x 90.00 Gr",1,90,"ESPADOL",\N
5612,"7622300871703","Polvo para Mousse Royal Limon Sobre x 65 Gr",1,65,"ROYAL",\N
5613,"7506339320985","Acondicionador Hidratacion Herbal Essences x 300 C",2,300,"HERBAL ESSENCES",\N
5614,"7790520012456","Mr Musculo Cocina ACcNar. Doypack x 900 Ml",5,1,"MR.MUSCULO",\N
5615,"7793065000421","Aceite Mezcla Primer Precio x 900 Cc",6,900,"PRIMER PRECIO",\N
5616,"7791019171739","Avena 3 Arroyos Extra Fina Bolsa x 400 Gr",1,400,"3 ARROYOS",\N
5617,"7798062542073","Agua Saborizada Citrus C Gas We Pet x 1.5 Lt",4,1.5,"SER",\N
5618,"7790580106645","Caramelos Mogul Confitados Berries Blister x 40 Gr",1,40,"MOGUL",\N
5619,"7790045001195","Galletita Frutigran Salvado x 250.00 Gr",1,250,"FRUTIGRAN",\N
5620,"7798008381315","Paño Multiuso Vileda Paquete x 3 Un",5,3,"VILEDA",\N
5621,"7791350005502","Fideos Sopa 0500Grs x 0 Grs",1,0,"(BLANK)",\N
5622,"7793024686796","Caramelos Masticables Lipo Violeta Tutti Frut Paquete x 500 Gr",1,500,"OSI-OSI",\N
5623,"7622400005190","Chocolate Manch.D Vaca Milka x 100 Gr",1,100,"MILKA",\N
5625,"7790080014846","Queso Rallado Santa Brigida x 120 Gr",1,120,"SANTA BRIGIDA ORIGINAL",\N
5626,"7891010580322","ACONDICIONADOR HIDRAT INTENSA JOHNSONS BABY X200CC",5,1,"JOHNSONS BABY",\N
5627,"7793260000066","Esponja de Baño Bijou Vegetal Entera Bolsa x 1 Un",5,1,"BIJOU",\N
5628,"7790045001669","Cereal Mix Naturalmente Granix Copos Maiz, Copos de Arroz y Trigo Inflado x 160 Gr",1,160,"NATURALMENTE GRANIX",\N
5629,"7793008013921","Coloracion Issue 3D Gloss N10 Cja1 Un",5,1,"ISSUE",\N
5630,"7798124360676","Detergente Liquido Baja Espuma Ecovita Clasico x 800.00 Ml",2,800,"ECOVITA",\N
5631,"7798123134797","Arroz Doble x 1000 Gr",1,1000,"M PROPIAS",\N
5632,"7791293031224","Acondicionador Sedal Pure Refresh 650Ml",2,650,"SEDAL",\N
5633,"7613034191182","Cereal Infantil Zapallo con Zanahoria Vegetales Nestum",1,200,"NESTUM",\N
5634,"0000042231509","Gel Nivea Visage Limpiador Equilibrante Pomo x 150 Gr",1,150,"NIVEA",\N
5635,"7793126000667","Dulce de Frambuesa Patagonia Berries x 350 Gr",1,350,"PATAGONIA BERRIES",\N
5636,"7793253000912","Limpiador Liquido Aceite de Pino Pinoluz x 1.8 Lt",1,1846,"PINOLUZ",\N
5637,"7797222007575","Peine Tao con Mango Carey Bolsa x 1 Un",5,1,"TAO",\N
5638,"7798139010016","Aceitunas Vdes en Salmuera Famiglia Gullo x 330 Gr",1,330,"FAMIGLIA GULLO",\N
5639,"7798159713935","Shampoo Ceramidas Fortalecedor Carrefour x 950 Ml",2,950,"CARREFOUR",\N
5640,"7792070034391","Aceituna Nucete Verdes Rellenas x 360.00 Gr",1,360,"NUCETE",\N
5641,"7790127000337","Aceitunas Rellenas C Morrones Vanoli x 180.00 Gr",1,180,"VANOLI",\N
5642,"7798123860047","Cerveza Long Neck Golden Ale Otro Mundo x 500 Cc",2,500,"OTRO MUNDO",\N
5644,"7790045001591","Copos de Maiz Naturalmente Granix Naturales x 400.00 Gr",1,400,"NATURALMENTE GRANIX",\N
5645,"7798152221048","Tampones Mini Carrefour x 10 Un",5,10,"CARREFOUR",\N
5646,"7790773041005","Hisopos Q Soft Family x 100.00 Un",5,100,"Q SOFT",\N
5647,"7790250024026","Papel Higienico D H Ultra Seda Elite 12 x 30 Mt",7,48,"ELITE",\N
5648,"7500435011563","Pañales Talle XXG Sec Pampers Confort x 48 Un",5,48,"PAMPERS",\N
5649,"7791130681254","Limpiador Desinfectante Citrus Espadol x 900 Cc",2,900,"DETTOL ESPADOL",\N
5650,"7791019002309","Cereal 3 Arroyos Almohaditas Crujientes Runner Est x 230 Gr",1,230,"3 ARROYOS",\N
5651,"7790377000880","Pepinitos Agridulces Darama Frasco x 200 Gr",1,200,"DARAMA",\N
5652,"7790272001005","Aceite Girasol Natura x 900 Ml.",2,900,"NATURA",\N
5653,"7790036001562","Agua Saborizada Naranja Dulce Baggio x 1.5 Lt",6,1500,"BAGGIO FRESH",\N
5654,"7790580014230","Cofler Supreme Cofler Cofler Supreme x 55.00 Gr",1,55,"COFLER",\N
5655,"7790080065121","Yogur Entero Firme Frutado Multinutrientes Frambuesa Mora Sancor Yogs x 180 Gr",1,180,"SANCOR YOGS",\N
5656,"7798008381780","Mop Suave Vileda 30% Microfibra S/Cabo Bolsa x 1 Un",5,1,"VILEDA",\N
5657,"7798062541250","Agua Saborizada Mandarina S G Levite x 1.5 Lt",4,1.5,"VILLA DEL SUR LEVITE",\N
5658,"7790080026061","Queso Untable Fundido Port Salut Sancor x 190 Gr",3,0.19,"SANCOR POR SALUT TRADICIONAL",\N
5659,"7792335000314","Huevo Blanco Carton Avicoper x 12 Uni",5,12,"AVICOPER",\N
5660,"7793253098766","Perfume para Ropa Poett Fraganza Suavidad de Bebe x 250.00 Ml",2,250,"POETT",\N
5661,"7790520014580","Desodorante Glade Toque Mañana de Campo Full x 9.00 Gr",1,9,"GLADE TOQUE",\N
5662,"7790139003654","Alcohol en Gel Bialcohol Porta x 250 Cc",2,250,"BIALCOHOL PORTA",\N
5663,"7792170001187","Galletas Quaker Crackers Salvado x 197.00 Gr",1,197,"QUAKER",\N
5664,"7790150360200","Te Mezcla de Hierbas en Saquitos La Virginia x 25 Un",3,0.04,"LA VIRGINIA",\N
5665,"7899706126922","Coloracion Loreal Excellence T 6.45 Cja x 1 Uni",5,1,"LOREAL",\N
5666,"7509546058030","Crema Dental Luminous White Advanced Colgate x 70G",1,70,"COLGATE",\N
5667,"7790520014566","Desodorante Glade Toque Floral Perfection x 25.00 Gr",1,25,"GLADE TOQUE",\N
5668,"7793890000931","Pan Salvado Doble Rf Fargo x 400 Grs",1,450,"FARGO",\N
5669,"7798048720907","Maiz Pisingallo Elio Bolsa x 400 Gr",1,400,"ELIO",\N
5670,"7796373002361","Nuez Moscada La Parmesana Molida Sobre x 25 Gr",1,25,"PARMESANA",\N
5671,"7790990990223","Jabon Liquido P Ropa Clasico Zorro Doypack x 3 L",4,3,"ZORRO",\N
5672,"7896015517458","Crema Dental Blanqueador Sensodyne x 90 Grs",1,90,"SENSODYNE",\N
5673,"7791519000942","Preservativos Prime Kit Juegos Caricias Caja x 1 Un",5,1,"PRIME",\N
5674,"7791905003564","Limpiador Liquido Lavanda Querubin x 4 Lt",4,4,"QUERUBÍN FRESH",\N
5675,"7791293030937","Acondicionador Sedal 340Ml Ac. Sedal Ceramidas 340Ml",2,340,"SEDAL",\N
5676,"7790117061300","Bolsas de Residuos Asurin 34 x 38 Cm Neutro Paquete x 30 Un",5,30,"ASURIN",\N
5677,"7790748235149","Merluza en Aceite x 380.00 Gr",1,380,"(BLANK)",\N
5678,"7798008380783","Mop de Algodon Vileda Maxi Sin Cabo x 1 Un",5,1,"VILEDA",\N
5679,"4005808553846","Crema Nivea Visage Antiarrugas Q10 Plus Noche Pote x 50 Ml",1,50,"NIVEA",\N
5680,"7791118004303","Cafe Instantaneo Primer Precio",1,100,"PRIMER PRECIO",\N
5681,"7798105731976","Peines Colores Set Mas Accesorios Bolsa x 4 Un",5,1,"MAS ACCESORIOS",\N
5682,"7798035491100","Franela Valena x 1 Un",5,1,"VALENA",\N
5683,"7791113004445","Mermelada de Frambuesa Emeth x 454 Gr",1,454,"EMETH",\N
5684,"7794000597648","Caldo de Gallina Knorr x 6 Uni",1,57,"KNORR",\N
5685,"7790742145901","Queso Untable Por Salut Light La Serenisima x 200Gr",1,200,"LA SERENISIMA",\N
5686,"7790957000569","Alfajor Jorgito Mousse Mini 6 Un Blister x 128 Gr",1,128,"JORGITO",\N
5687,"7798096056850","Jabon Glicerina Estilo Spa Bolsa x 270 Gr",1,270,"ESTILO SPA",\N
5688,"7791476012354","Avena Egran Arrollada Instantanea x 350.00 Gr",1,350,"EGRAN",\N
5689,"7796373002101","Azucar La Parmesana Impalpable x 250.00 Gr",1,250,"LA PARMESANA",\N
5690,"7790040930100","Galletita Mellizas Rellenas x 336.00 Gr",1,336,"MELLIZAS",\N
5691,"7793377015038","Aceite de Girasol Primer Precio x 1500 Cc",6,1500,"PRIMER PRECIO",\N
5692,"7790150545256","Perejil Deshidratado Alicante Naturalidad Intacta x 25 Gr",3,0.03,"ALICANTE",\N
5693,"7790990587393","Jabon Tocador Campos Verdes Pausa en el Campo Paquete x 360 Gr",1,360,"CAMPOS VERDES",\N
5694,"7798123135640","Agua Mineral x 5.00 Ltr",4,5,"M PROPIAS",\N
5695,"7791001003673","Balsam Algas Marinas x 400.00 Mlt",2,400,"BIFERDIL",\N
5696,"7791337832015","Flan Fortificado Vainilla Serenito Pack x 2 U x 105 Gr",1,105,"SERENITO",\N
5697,"7791675001203","Pickles en Vinagre Castell x 220 Gr",1,220,"CASTELL S.A.",\N
5698,"7790010616737","Protectores Diarios Todos Los Dias Carefree X20Un",5,20,"CAREFREE",\N
5699,"7791293023175","Antitranspirante Aero Fanatics Rexona x 150 Cc",2,150,"REXONA AEROSOL",\N
5700,"7798159715052","Pan de Salvado Carrefour x 600 Grs",1,600,"CARREFOUR",\N
5701,"7791913000173","Agua Saborizada Pomelo S Gas Livra Pet x 500 Cc",6,500,"LIVRA",\N
5702,"7790070318374","Fideos Ave Maria Lucchetti x 500 Gr",3,0.5,"LUCCHETTI",\N
5703,"7798108342858","Crema Dental Blanqueadora Carrefour x 90 Grs",1,90,"CARREFOUR",\N
5704,"7793046028024","Cereza en Almibar x 200.00 Gr",1,200,"DULCOR",\N
5705,"7790520009494","Repelente Aerosol Off x 165 Cc",3,0.19,"OFF",\N
5706,"7790040667303","Galletitas Dulces Secas Cereal Mix Galletitas Dulc Seca Semillas Chips x 230.00 Gr",1,230,"CEREAL MIX",\N
5707,"7506339392708","Cepillo Oral B Sensialivio x 1 Un",5,1,"ORAL B",\N
5708,"7501080128729","Coloracion Grecian 2000 Caja x 120 Ml",2,120,"GRECIAN 2000",\N
5709,"8001250009852","Salsa Passata Frasco de Cecco x 700 Gr",5,1,"DE CECCO",\N
5710,"7501065904546","Acondicionador Hidradisiaco Herbal Essences X670Cc",2,670,"HERBAL ESSENCES",\N
5711,"7791130683784","Limpiador Liquido Marina Procenex x 1.8 Lt",4,1.8,"PROCENEX",\N
5712,"7790990503669","Jabon Liquido Plusbelle Dep.Esp.Karit.V 230 Ml.",2,230,"PLUSBELLE",\N
5714,"7790895009242","Agua Saborizada Pomelo Rosad S Gas Aquarius X600Cc",4,600,"AQUARIUS",\N
5715,"7613033656187","Bolsa para Horno Sabor Carne con Champignones Maggi x 30 Gr",1,30,"MAGGI",\N
5716,"7790070318190","Fideos Casereccia al Huevo Don Vicente x 500 Grs",3,0.5,"DON VICENTE",\N
5717,"7798033337035","Te Manzanilla en Saquitos Carrefour x 25 Un",5,25,"CARREFOUR",\N
5718,"7794000960022","Mayonesa Clasica Sachet Hellmanns x 118 Gr",1,118,"HELLMANN S",\N
5719,"7790770002955","Protectores Diarios Multiestilo Nosotras x 60 Uni",5,60,"NOSOTRAS",\N
5720,"0000077942388","Chicles Beldent Menta Blister x 10 Gr",1,10,"BELDENT",\N
5721,"7506339396492","Crema Dental White 3D Perfection Oral B x 100Grs",2,75,"ORAL B MANUAL",\N
5722,"7790170904637","Cafe Instantaneo Torrado Intenso La Morenita x 170 Gr",3,0.17,"LA MORENITA",\N
5723,"3014260802189","Cepillo Dental Oral B Complete Mediano N°40 Blister x 1 Un",5,1,"ORAL B",\N
5724,"7793100111822","Crema Dental Profes Clean Tot12 Colgatex 140Grs",1,140,"COLGATE TOTAL 12",\N
5725,"7792757210025","Cerveza Blanca Schneider Botella x 970 Cc",6,970,"SCHNEIDER      ",\N
5726,"7791130683524","Limpiador Liquido Lavanda Procenex x 900Cc",2,900,"PROCENEX",\N
5727,"7792184002026","Bizcocho Soriano Dulces x 250.00 Gr",1,250,"SORIANO",\N
5728,"7793100194450","Crema Dental Sensitive Colgate 2x1 x100Grs",5,2,"COLGATE",\N
5729,"7506078969568","Crema Loreal Revitalift Dermo Expertise Caja x 50 Gr",1,50,"LOREAL",\N
5730,"7791290011090","Jabon en Polvo B E Progress Matic Ala x 800 Grs",1,800,"ALA MATIC",\N
5731,"7790520015723","Glade Toque Rep. Citrico 9 Grs.",1,9,"GLADE",\N
5733,"7898587762281","Acondicionador Rizos Hidratados Elvive x 400 Cc",2,400,"LOREAL PARIS",\N
5734,"7790740528867","Acondicionador Plusbelle Keratina Ceramidas x 1.00 Kg",3,1,"PLUSBELLE",\N
5735,"7798101630136","Escobillon Vivace Zangara x 1 Un",5,1,"ZINGARA",\N
5736,"7790520017765","Desodorante Wc Glade Camp de Lavand 2 en 1 Caja x 2 Un",5,2,"GLADE",\N
5737,"4023103095908","Escobillon Vileda 2 en 1 Clasico Unversal Rep x 1 Un",5,1,"VILEDA",\N
5738,"7790895003882","Agua Mineral sin Gas Bonaqua x 2 Lt",4,2,"BONAQUA",\N
5739,"7791293027500","Acondicionador Rizos Obedientes Sedal x 350 Cc",2,350,"SEDAL",\N
5740,"7791290011892","Jabon en Polvo B E Multiaccion Sol Ala x 400 Grs",1,400,"ALA",\N
5741,"7793755000052","Agua Mineral S G Villa de Montana x 6 Lt",4,6,"VILLA DE MONTAÑA",\N
5742,"7791293026459","Acondicionador Crema y Pera Suave x 930 Cc",2,930,"SUAVE",\N
5743,"7791676000014","Filetes de Anchoitas Melilla Frasco x 90 Gr",3,0.09,"MELILLA",\N
5744,"7791520024333","Antitranspirante Rollon Control Veritas x 60 Grs",2,60,"VERITAS",\N
5745,"7506295396369","Acondicionador Advan Keratin Pantene Expert X250Cc",6,8.4,"PANTENE",\N
5746,"7793530002011","Pickles Los Montes Mixtos Dulces en Vinagre Frasco x 360 Gr",3,0.36,"LOS MONTES",\N
5747,"7798099380259","Galletitas C/Chips D/Leche Sugar - Spice X 180 Grs",5,1,"SUGAR & SPICE",\N
5748,"7506295371519","Dentifrico Manual 3D Blanco Oral B x 75.00 Ml",2,75,"ORAL B MANUAL",\N
5749,"7622300861100","Jugo en Polvo Naranja Durazno Verao x 10 Gr",1,10,"VERAO",\N
5750,"7794626003929","Pañales Talle G Classic Hiper Huggies x 52 Un",5,52,"DIAPER HUGGIES",\N
5751,"7793940491009","Leche Descremada Fortificada Vitamina Sachet La Serenisima x 1000 Cc",4,1,"LA SERENISIMA",\N
5752,"7794626005374","Pañales Talle M Natural Care Hiper Huggies x 68Uni",5,68,"DIAPER HUGGIES",\N
5753,"7790550001307","Cafe Molido Equilibrado Cabrales x 250 Gr",1,250,"CABRALES",\N
5754,"7798075820243","Mermelada de Cassis Frasco Frutas Del Sur x 450 Gr",5,1,"FRUTAS DEL SUR",\N
